Headline,Sentiment
"מתקפה על מוצב צה""ל בתל אביב: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים ברמאללה: נזק נגרם,Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
פיגוע ירי בעוטף עזה: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
תקיפת כוחות הביטחון בשכם: מספר פצועים,Negative
פיגוע דקירה באילת: מספר נפגעים,Negative
ירי טילים לעבר יישובים ביהודה ושומרון: נזק נגרם,Negative
תושבי עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים ברמאללה: נזק נגרם,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעוטף עזה",Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
ירי טילים לעבר יישובים ביהודה ושומרון: נזק נגרם,Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בחברון,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור רמאללה,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
פיגוע ירי באילת: מספר הרוגים ופצועים,Negative
חשש להתקפה נוספת באזור רמאללה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
חשש להתקפה נוספת באזור ירושלים,Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
דיווחים בעזה: הרוג ו-12 פצועים בתקיפת רכב ליד בית חולים ברפיח,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
תקיפת כוחות הביטחון ביהודה ושומרון: מספר פצועים,Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
תושבי שכם מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ברמאללה",Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים באילת",Negative
עימותים אלימים בין מתנחלים לפלסטינים ברמאללה,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
פיגוע ירי באילת: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל בתל אביב: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
פיגוע ירי בעוטף עזה: מספר הרוגים ופצועים,Negative
חשש להתקפה נוספת באזור אילת,Negative
חמאס איים בהסלמה נוספת באזור באר שבע,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון בבאר שבע: מספר פצועים,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
עימותים אלימים בין מתנחלים לפלסטינים בחברון,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעוטף עזה",Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
חשש להתקפה נוספת באזור עוטף עזה,Negative
עימותים אלימים בין מתנחלים לפלסטינים ברמאללה,Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעוטף עזה",Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
תושבי עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
חמאס איים בהסלמה נוספת באזור תל אביב,Negative
פיגוע דקירה באילת: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בירושלים",Negative
תקיפת כוחות הביטחון בעוטף עזה: מספר פצועים,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור עזה,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעוטף עזה",Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
חמאס איים בהסלמה נוספת באזור יהודה ושומרון,Negative
תושבי שכם מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ברמאללה",Negative
לבנון: לפחות 22 הרוגים היום בתקיפות במדינה,Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים בתל אביב: נזק נגרם,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
"רוסיה: אסירים לקחו בני ערובה בבית סוהר, איש צוות נהרג",Negative
פיגוע ירי בירושלים: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
תושבי יהודה ושומרון מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
חמאס איים בהסלמה נוספת באזור באר שבע,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בשכם",Negative
פיגוע דקירה ברמאללה: מספר נפגעים,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
פיגוע ירי בחברון: מספר הרוגים ופצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בחברון,Negative
"כוחות צה""ל הותקפו על ידי חמושים באילת",Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
משרד הבריאות בעזה עדכן: 64 הרוגים ביומיים האחרונים,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
חיזבאללה הודיע על שני הרוגים משורותיו; דיווח: ישראל תקפה בדרום לבנון,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
ירי טילים לעבר יישובים בחברון: נזק נגרם,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
שני פצועים אנוש בפיצוץ הרכב ברמלה,Negative
עימותים אלימים בין מתנחלים לפלסטינים ביהודה ושומרון,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
דיווח: מצרים וחמאס לא יקבלו אף הצעה שבמסגרתה ישראל תישאר בפילדלפי,Negative
תקיפת כוחות הביטחון בבאר שבע: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
פיגוע ירי בחברון: מספר הרוגים ופצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
תושבי תל אביב מתבקשים להישאר במקלטים בשל איום טילים,Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור אילת,Negative
"דיווח: תקיפה חריגה בצפון לבנון, כ-155 ק""מ מהגבול עם ישראל",Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
"חיזבאללה לקח אחריות על שיגור כטב""מים לאזור בית הלל",Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
פיגוע ירי באילת: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
חמאס איים בהסלמה נוספת באזור יהודה ושומרון,Negative
פיגוע ירי בבאר שבע: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון בשכם: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
תקיפת כוחות הביטחון בתל אביב: מספר פצועים,Negative
פיגוע דקירה ברמאללה: מספר נפגעים,Negative
דיווח: הרוגים בתקיפה בסוריה - שכוונה נגד רכב של מיליציות עיראקיות,Negative
תושבי יהודה ושומרון מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
תושבי רמאללה מתבקשים להישאר במקלטים בשל איום טילים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בחברון,Negative
חשש להתקפה נוספת באזור אילת,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
חשש להתקפה נוספת באזור רמאללה,Negative
תקיפת כוחות הביטחון בתל אביב: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור תל אביב,Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
חשש להתקפה נוספת באזור תל אביב,Negative
תושבי שכם מתבקשים להישאר במקלטים בשל איום טילים,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
תושבי יהודה ושומרון מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
"כוחות צה""ל הותקפו על ידי חמושים בירושלים",Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בירושלים,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
"הירי לצפון: זוהו נפילות באזור עפולה, שריפות פרצו בקריית שמונה",Negative
חשש להתקפה נוספת באזור עזה,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור תל אביב,Negative
חמאס איים בהסלמה נוספת באזור תל אביב,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בעוטף עזה",Negative
"כוחות צה""ל הותקפו על ידי חמושים בשכם",Negative
"כוחות צה""ל הותקפו על ידי חמושים בירושלים",Negative
"גורם אמריקני: ארה""ב סייעה לישראל ""לעקוב אחר אש חיזבאללה""",Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
חשש להתקפה נוספת באזור ירושלים,Negative
חשש להתקפה נוספת באזור שכם,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור רמאללה,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
פיגוע ירי בשכם: מספר הרוגים ופצועים,Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
פיגוע דקירה ברמאללה: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
תושבי רמאללה מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע דקירה באילת: מספר נפגעים,Negative
פיגוע דקירה ביהודה ושומרון: מספר נפגעים,Negative
תקיפת כוחות הביטחון באילת: מספר פצועים,Negative
"כוחות צה""ל הותקפו על ידי חמושים באילת",Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
"כוחות צה""ל הותקפו על ידי חמושים באילת",Negative
חשש להתקפה נוספת באזור עוטף עזה,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
תקיפת כוחות הביטחון באילת: מספר פצועים,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
פיגוע ירי בירושלים: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
תקיפת כוחות הביטחון ביהודה ושומרון: מספר פצועים,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
חמאס איים בהסלמה נוספת באזור יהודה ושומרון,Negative
חשש להתקפה נוספת באזור עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
חשש להתקפה נוספת באזור רמאללה,Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
ירי טילים לעבר יישובים ברמאללה: נזק נגרם,Negative
"כוחות צה""ל הותקפו על ידי חמושים בחברון",Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
תקיפת כוחות הביטחון בחברון: מספר פצועים,Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור חברון,Negative
חשש להתקפה נוספת באזור עזה,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
"הירי לאזור הקריות: רסיס מיירט פגע בטמרה, נזק לחנות",Negative
"בצל מטחי חיזבאללה: הוסרו הגבלות התנועה על תושבי צפת, קצרין וצפון הגולן",Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
תושבי רמאללה מתבקשים להישאר במקלטים בשל איום טילים,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
פיגוע ירי באילת: מספר הרוגים ופצועים,Negative
חשש להתקפה נוספת באזור חברון,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בחברון",Negative
עימותים אלימים בין מתנחלים לפלסטינים ברמאללה,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בשכם",Negative
תקיפת כוחות הביטחון בעוטף עזה: מספר פצועים,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
פיגוע דקירה ברמאללה: מספר נפגעים,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
חמאס איים בהסלמה נוספת באזור רמאללה,Negative
פיגוע ירי בבאר שבע: מספר הרוגים ופצועים,Negative
תושבי שכם מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע ירי באילת: מספר הרוגים ופצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים ביהודה ושומרון,Negative
פיגוע ירי בשכם: מספר הרוגים ופצועים,Negative
תושבי באר שבע מתבקשים להישאר במקלטים בשל איום טילים,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
תושבי רמאללה מתבקשים להישאר במקלטים בשל איום טילים,Negative
"5 נעצרו לאחר המהומות בתל אביב שהסתיימו ברצח: ""נתפסו עם כלי תקיפה""",Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ברמאללה",Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
תקיפת כוחות הביטחון בבאר שבע: מספר פצועים,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
ירי טילים לעבר יישובים בבאר שבע: נזק נגרם,Negative
חמאס איים בהסלמה נוספת באזור תל אביב,Negative
תקיפת כוחות הביטחון באילת: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור באר שבע,Negative
תקיפת כוחות הביטחון בבאר שבע: מספר פצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים ברמאללה",Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור תל אביב,Negative
פיגוע ירי בבאר שבע: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
חשש להתקפה נוספת באזור חברון,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
תושבי עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
פיגוע ירי בעוטף עזה: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
תושבי באר שבע מתבקשים להישאר במקלטים בשל איום טילים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
"כוחות צה""ל הותקפו על ידי חמושים בשכם",Negative
פיגוע דקירה באילת: מספר נפגעים,Negative
פיגוע ירי באילת: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
חשש להתקפה נוספת באזור אילת,Negative
פיגוע ירי בעוטף עזה: מספר הרוגים ופצועים,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
תקיפת כוחות הביטחון ביהודה ושומרון: מספר פצועים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בחברון",Negative
ירי טילים לעבר יישובים ביהודה ושומרון: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
תושבי יהודה ושומרון מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בבאר שבע: נזק נגרם,Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
חמאס איים בהסלמה נוספת באזור יהודה ושומרון,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
"כוחות צה""ל הותקפו על ידי חמושים בירושלים",Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
חשש להתקפה נוספת באזור עזה,Negative
עימותים אלימים בין מתנחלים לפלסטינים בחברון,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
תושבי באר שבע מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בחברון",Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
פיגוע דקירה ברמאללה: מספר נפגעים,Negative
חשש להתקפה נוספת באזור אילת,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
חשש להתקפה נוספת באזור ירושלים,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון באילת: מספר פצועים,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים באילת",Negative
תושבי יהודה ושומרון מתבקשים להישאר במקלטים בשל איום טילים,Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון ביהודה ושומרון: מספר פצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים ברמאללה: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון ביהודה ושומרון: מספר פצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים בתל אביב: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
פיגוע ירי בבאר שבע: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון ביהודה ושומרון: מספר פצועים,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
